Timestamp,SF ID of the candidate whose project is being reviewed,GitHub repo link under review,Is the GitHub link provided proper?,Folder structure is inline with the MiniProject template,"GitHub actions are added and are working for Build (Windows + Linux), Analysis, Unit testing",Clone and build works on Linux and Windows,High level and low level requirements are captured clearly with SWAT analysis,Design of the project is captured clearly with UML diagrams,Test plan captures Integration and unit test plans to test all the requirements,Multi function and Mutifile Approach is followed in the implementation of code,Number of Unit test cases written in total,Code is commented in Doxygen style and can generate document,"Makefile is written to build (Windows +Linux), Test unit test cases, Analyze(Static + Dynamic), Code Coverage ",Code is implemented using best practices [Comments are added for each function],"Code is implemented using best practices [Meaningful names for variables, functions and files]",Code is implemented using best practices [Dynamic memory is freed after use],"Code is implemented using best practices [Typedef used for enums, structures and function pointers]",Code is implemented using best practices [Structures used are passed to functions by pointers],Code is implemented using best practices [Use of function pointers],Code is implemented using best practices [Unit test cases to test all the written code - Code coverage],Overall Concepts/Elements/Components that you like about this project,Any other comments,Overall Concepts/Elements/Components that needs improvement in this project
15-04-2021 11:41,259219,https://github.com/Roopesh16/Stepin-Mini-Project.git,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Needs improvements,3,No,Need improvement,Implemented correctly,Implemented correctly,Need improvement,No,No,No,Implemented correctly,The project is good and all the UML diagrams are shown in a nice way. ,group the UML diagrams as structural and behavior in different folders so that it can be understood in a better way.,In makefile can add analysis and code coverage as it is required and can use some concepts that are taught in the course.
15-04-2021 11:43,258326,https://github.com/Arun10k/Mini-Project-LTTS.git,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,No project added yet,none,none
15-04-2021 11:43,260839,https://github.com/lohithbhargav/Mini_Project_LTTS.git,Yes,Yes,Errors are shown,Errors during compilation,No,Needs improvements,Needs improvements,Needs improvements,3,Yes,Errors exist in makefile,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Need improvement,The idea to print different patterns is somewhat unique as this is just learning best project to learn the working. All build and ci/cd actions should be executed as errors are being shown ,,The idea to print different patterns is somewhat unique as this is just learning best project to learn the working. All build and ci/cd actions should be executed as errors are being shown 
15-04-2021 11:47,258316,https://github.com/TheInvincible8/LTTS_Mini_Project.git,Yes,Yes,No,Makefile to build on both OS is missing,Yes,No,No,Yes,0,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,NIL,NIL,Design UML diagrams and Makefile needs improvement
15-04-2021 11:51,260842,https://github.com/Sowmika26/Miniproject.git,Yes,Yes,No,Makefile to build on both OS is missing,Yes,Yes,Needs improvements,Needs improvements,0,No,No,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,No,Unit test cases are not implemented build and make files are not used bu proper execution of code has been done,,Unit test cases are not implemented build and make files are not used bu proper execution of code has been done
15-04-2021 11:52,258331,https://github.com/Aranshu/Project.git,Yes,Yes,Yes,Yes,Needs improvements,Yes,No,Yes,7,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,No,Implemented correctly,Good and Unique project ,,"Need to add badges, Test plan ,needs improvement in high level and low level requirements"
15-04-2021 11:54,264189,https://github.com/SYED175/Mini_project,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Project not made,,NA
15-04-2021 11:54,260848,https://github.com/manoharbrvara/Stepin_mini_project_LTTS.gi,No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,repo link is wrong,,repo link is wrong
15-04-2021 12:02,259857,https://github.com/Archana-Athreya/Mini_Project,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,project implementation,,noo
15-04-2021 12:02,256175,https://github.com/archanaarunog/Miniproject_256175.git,Yes,Yes,No,Yes,Yes,No,Needs improvements,Yes,1,Yes,Yes,Implemented correctly,Need improvement,No,No,No,Implemented correctly,Need improvement,Idea behind the project is interesting ,Not much as I don't have much knowledge about the topic used in the project.,"Unit testings can be improved on as well as the naming conventions.
UML diagrams would have made it easy to understand the project  "
15-04-2021 12:04,263678,https://github.com/rohithakoduri/Mini-Project.git,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,not upload project till review,no,no
15-04-2021 12:05,265441,https://github.com/Anitha710/LTTS_MiniProject_C,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,Need improvement,Yes,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Need improvement,Need improvement,Implemented correctly,test plan,,need improvement
15-04-2021 12:06,264046,https://github.com/264046/Miniproject_RouthArray,No,Yes,Errors are shown,Yes,Needs improvements,Yes,Yes,Yes,4,Yes,Yes,Implemented correctly,Implemented correctly,No,Need improvement,No,No,Implemented correctly,Good. Need some improvements,NA,"should make use of structure, function pointers"
15-04-2021 12:07,260208,https://github.com/sushmacharihar/Stepin_C_project,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,nothing,,need to be done
15-04-2021 12:08,258260,https://github.com/bmaan99/TicTacToeWithC.git,Yes,Yes,Yes,Makefile to build on both OS is missing,Yes,Yes,Yes,Yes,6,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,No,No,Implemented correctly,The game and the test cases,,Need to add Makefile to build on both OS.
15-04-2021 12:10,259857,https://github.com/Archana-Athreya/Mini_Project.git,Yes,Yes,Yes,Yes,Needs improvements,No,Needs improvements,Yes,0,Yes,Yes,Need improvement,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,Need improvement,implementaion  is fine,,no improvements needed from my side
15-04-2021 12:12,260766,https://github.com/Tushar934/LTTS-STEPIN-MINI-PROJECT.git,Yes,Yes,No,No,Needs improvements,Needs improvements,No,No,0,No,No,No,No,No,No,No,No,No,The structure is correct,,Code is Yet not written
15-04-2021 12:13,263687,https://github.com/KajjapuVaishnavi/LTTS-Stepin-MiniProject,Yes,No,No,Makefile to build on both OS is missing,No,No,No,No,0,No,No,No,No,No,No,No,No,No,"The repository is empty, project is not implemented",,"Have to complete the requirement part, diagram part, implementation part."
15-04-2021 12:13,265441,https://github.com/Anitha710/LTTS_MiniProject_C.git,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Need improvement,Need improvement,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Need improvement,implementation is very clear,,no need of improvements from my side
15-04-2021 12:14,265092,https://github.com/Tiwari007/L-T-Miniproject-in-C.git,Yes,Yes,Yes,Yes,No,No,No,Yes,0,Yes,Need improvement,Need improvement,Implemented correctly,Implemented correctly,No,No,No,Need improvement,"New concept, working badges.","UML diagrams, swot analysis not done yet.",Should make use of structures and function pointers.
15-04-2021 12:15,261406,https://github.com/Khushbu-Majithia-261406/quiz_game.git,Yes,Yes,No,Errors during compilation,Needs improvements,Needs improvements,Needs improvements,Yes,2,Yes,Need improvement,Need improvement,Implemented correctly,No,Implemented correctly,No,No,Need improvement,-,-,Please abstain from the use of <conio.h> as it is depreciated. It has been mentioned by sir in the last meeting that it wont be able to compile on their systems. Please look into it. 
15-04-2021 12:16,265099,https://github.com/R-athore/STEPIN_MINI_PROJECT.git,Yes,No,No,Makefile to build on both OS is missing,No,No,No,No,0,No,No,No,No,No,No,No,No,No,nothing has been done yet,No code no document,No folders are available
15-04-2021 12:17,266447,https://github.com/topnotch07/Ltts_mini_project.git,Yes,Yes,Errors are shown,Errors during compilation,No,Yes,No,No,0,No,Errors exist in makefile,No,No,No,No,No,No,No,Good project idea.,"Write SWOT analysis , 4W and 1W, code should contain atleast 100 lines of c language, make test cases, anduse code coverage.","Use comments, use all the concepts taught in connect session like structures, typedef, pointer functions and all. All the best!"
15-04-2021 12:17,295489,https://github.com/Aditica/Aditi-C-A.git,Yes,Some folders are missing,No,Makefile to build on both OS is missing,No,No,No,No,No test case ,No,No,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Need improvement,Implemented correctly,Need improvement,Code is simple and in clean manner.,,"Structure is not introduced, that's all.... Rest all is fine wrt code."
15-04-2021 12:17,260189,https://github.com/ishwar1999/MiniProject,No,No,No,No,No,No,No,No,NA,No,No,No,No,No,No,No,No,No,Nothing as nothing is done,Have not added any files. ,All
15-04-2021 12:18,255918,https://github.com/NiX-08/AppliedSDLC_Template.git,Yes,Yes,Yes,No,No,No,No,Needs improvements,0,Need improvement,Need improvement,Need improvement,No,No,No,No,No,No,Project is implemented in proper folder structure,,Project is not completed yet
15-04-2021 12:18,259883,https://github.com/sammy-9930/Examination_Management_System.git,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,6,Need improvement,No,No,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,No,Implemented correctly,The use of struct and pointers to make a proper management system,typedef Enum could have been used to get easier code coverage and unit tests,"the make file can be written for both mac and windows 
some of the unit tests are of same nature and are testing only one function hence can be written under a single test function rather than two to make them clean and more unique"
15-04-2021 12:21,260225,https://github.com/ShyamanandanRay/Mini_project-260225.git,Yes,Yes,Errors are shown,Yes,Yes,Yes,No,Yes,1,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,No,No,No,Need improvement,-,-,-
15-04-2021 12:21,259738,https://github.com/ParyaniSagar/MiniProject-STEPin.git,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,No,Yes,Implemented correctly,Implemented correctly,No,Implemented correctly,Implemented correctly,No,Implemented correctly,"Creative work, all badges work properly. ",Excellent,need use of function pointers.
15-04-2021 12:22,260056,https://github.com/sstharval/miniProject_stepIn_260056.git,Yes,Yes,Errors are shown,Errors during compilation,Yes,No,Needs improvements,No,7,No,Yes,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Good Structure and implementation of code,,Doxygen documents were missing
15-04-2021 12:23,258297,https://github.com/anonymous3434/tic_tac_toe,Yes,No,No,No,No,No,No,No,0,No,No,No,Implemented correctly,Need improvement,No,No,No,No,The coding part is good and has been completed,,"The proper folder structure in not followed, in coding part conio.h should not be there, the project is incomplete"
15-04-2021 12:23,259159,https://github.com/259159/My-mini-project,Yes,Some folders are missing,No,No,No,No,No,No,No files are uploaded,No,No,No,No,No,No,No,No,No,No files are uploaded,no files are uploaded,no files are uploaded
15-04-2021 12:24,259857,https://github.com/Archana-Athreya/Mini_Project.git,Yes,No,Yes,Yes,Yes,Needs improvements,Yes,No,1,No,Yes,No,Implemented correctly,No,No,No,Need improvement,Need improvement,"Idea is great, but it contains just 80-85 lines of code till now (12:21 pm).",,"Lines of code to be increased, more things can be added to the existing idea and adding some files to the testplan file would be great, it's emply till now. Othewise the efforts are really commendable."
15-04-2021 12:25,267254,https://github.com/Rohineebhadavankar/Mini---project.git,Yes,Yes,No,No,No,Needs improvements,No,No,0,No,No,No,Implemented correctly,Implemented correctly,No,No,No,Implemented correctly,"Haven't implemented much functions and files, not impressed",NA,"Multi files, use Makefile, Unit testing, Use of concepts likes function pointers etc, workflows, UML diagrams, complete requirements file."
15-04-2021 12:26,267236,https://github.com/hrishik16/Mini_Project_Template.git,Yes,Yes,No,Makefile to build on both OS is missing,Yes,Yes,No,No,0,No,No,Need improvement,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,No,Code is constructed in good manner.,,Please make it in multifile file approach such that your project can get full marks.
15-04-2021 12:27,263678,https://github.com/rohithakoduri/Mini-Project.git,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Nothing has been added to the repository as of now (12:25pm),NA,The deadline is 16th i.e tomorrow. I'd suggest to add some data to the repository.
15-04-2021 12:29,265167,https://github.com/ma1ya2nk3/LNt_MiniProject,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,nothing has been added to the repository,,please add some code and other data to the repository.
15-04-2021 12:29,265153,https://github.com/deepakkumar4321/Mini_Project,Yes,No,No,No,No,No,No,No,nil,No,No,No,No,No,No,No,No,No,Could see any files regarding mini project.,,could see only a Readme file.
15-04-2021 12:30,295557,https://github.com/295557/Mini_Project.git,Yes,Yes,No,No,No,Needs improvements,No,No,0,No,No,No,No,No,No,No,No,No,"At the time of reviewing, i find very minimum files that are committed to this github account. The requirement file is also not completed. Not impressed",NA,"Completing requirements file, Improving UML diagram i.e. adding 2 more diagrams, writing all functions and codes, test plans etc."
15-04-2021 12:30,291395,https://github.com/SriHarshith/291395_LTTS_Project,Yes,Some folders are missing,No,Makefile to build on both OS is missing,Needs improvements,Yes,Needs improvements,Needs improvements,0,No,No,Need improvement,Need improvement,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,Need improvement,I like the idea of the project. But I couldn't find the test cases.,,Test cases are missing.
15-04-2021 12:30,258413,https://github.com/mrinallakhanpal/STEPin-MiniProject-258413.git,Yes,No,No,No,No,No,No,No,No unit test cases.,No,No,No,No,No,No,No,No,No,Nothing is written about the project.,,Nothing
15-04-2021 12:30,265481,"git@github.com:mohammedowez/Employee_Record_System.git	",No,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,NIL,,NIL
